dataset,platform,tool,parameter,best_value,metric_name
SD3,merfish,DeepST,knn,20,ari
SD3,merfish,DeepST,pcs,200,ari
SD3,merfish,STG3Net,knn,30,ari
SD3,merfish,STG3Net,pcs,30,ari
SD3,merfish,spatiAlign,knn,30,ari
SD3,merfish,SEDR,knn,20,ari
SD3,merfish,SEDR,pcs,100,ari
SD3,merfish,CellCharter,knn,10,ari
SD3,merfish,BANKSY,knn,30,ari
SD3,merfish,SpaDo,knn,15,ari
SD3,merfish,STAMP,knn,20,ari
SD3,merfish,spCLUE,knn,10,ari
SD3,merfish,spCLUE,pcs,30,ari
SD3,merfish,stClinic,knn,30,ari
SD3,merfish,stClinic,pcs,100,ari
SD3,merfish,stMSA,knn,30,ari
SD3,merfish,NicheCompass_batch,knn,15,ari
SD3,merfish,STAligner,knn,20,ari
SD3,merfish,SPIRAL,knn,10,ari
SD3,merfish,SPACEL,knn,5,moran_I
SD3,merfish,SANTO,knn,30,moran_I
SD3,merfish,scSLAT,knn,20,clc
SD3,merfish,scSLAT,pcs,10,clc
SD3,merfish,Spateo_NR,knn,20,moran_I
SD3,merfish,Spateo_NR,pcs,10,moran_I
SD3,merfish,STalign,knn,30,moran_I
SD4,merfish,STAGATE,knn,20,ari
SD4,merfish,DeepST,knn,20,ari
SD4,merfish,DeepST,pcs,200,ari
SD4,merfish,STG3Net,knn,30,ari
SD4,merfish,STG3Net,pcs,30,ari
SD4,merfish,spatiAlign,knn,30,ari
SD4,merfish,SEDR,knn,20,ari
SD4,merfish,SEDR,pcs,100,ari
SD4,merfish,CellCharter,knn,10,ari
SD4,merfish,BANKSY,knn,30,ari
SD4,merfish,SpaDo,knn,15,ari
SD4,merfish,STAMP,knn,20,ari
SD4,merfish,spCLUE,knn,10,ari
SD4,merfish,spCLUE,pcs,30,ari
SD4,merfish,stClinic,knn,30,ari
SD4,merfish,stClinic,pcs,100,ari
SD4,merfish,stMSA,knn,30,ari
SD4,merfish,NicheCompass_batch,knn,15,ari
SD4,merfish,STAligner,knn,20,ari
SD4,merfish,SPIRAL,knn,10,ari
SD4,merfish,SPACEL,knn,5,moran_I
SD4,merfish,SANTO,knn,30,moran_I
SD4,merfish,scSLAT,knn,20,clc
SD4,merfish,scSLAT,pcs,10,clc
SD4,merfish,Spateo_NR,knn,20,moran_I
SD4,merfish,Spateo_NR,pcs,10,moran_I
SD4,merfish,STalign,knn,30,moran_I
SD5,merfish,STAGATE,knn,20,ari
SD5,merfish,DeepST,knn,20,ari
SD5,merfish,DeepST,pcs,200,ari
SD5,merfish,STG3Net,knn,30,ari
SD5,merfish,STG3Net,pcs,30,ari
SD5,merfish,spatiAlign,knn,30,ari
SD5,merfish,SEDR,knn,20,ari
SD5,merfish,SEDR,pcs,100,ari
SD5,merfish,CellCharter,knn,10,ari
SD5,merfish,BANKSY,knn,30,ari
SD5,merfish,SpaDo,knn,15,ari
SD5,merfish,STAMP,knn,20,ari
SD5,merfish,spCLUE,knn,10,ari
SD5,merfish,spCLUE,pcs,30,ari
SD5,merfish,stClinic,knn,30,ari
SD5,merfish,stClinic,pcs,100,ari
SD5,merfish,stMSA,knn,30,ari
SD5,merfish,NicheCompass_batch,knn,15,ari
SD5,merfish,STAligner,knn,20,ari
SD5,merfish,SPIRAL,knn,10,ari
SD5,merfish,SPACEL,knn,5,moran_I
SD5,merfish,SANTO,knn,30,moran_I
SD5,merfish,scSLAT,knn,20,clc
SD5,merfish,scSLAT,pcs,10,clc
SD5,merfish,Spateo_NR,knn,20,moran_I
SD5,merfish,Spateo_NR,pcs,10,moran_I
SD5,merfish,STalign,knn,30,moran_I
SD6,merfish,STAGATE,knn,20,ari
SD6,merfish,DeepST,knn,20,ari
SD6,merfish,DeepST,pcs,200,ari
SD6,merfish,STG3Net,knn,30,ari
SD6,merfish,STG3Net,pcs,30,ari
SD6,merfish,spatiAlign,knn,30,ari
SD6,merfish,SEDR,knn,20,ari
SD6,merfish,SEDR,pcs,100,ari
SD6,merfish,CellCharter,knn,10,ari
SD6,merfish,BANKSY,knn,30,ari
SD6,merfish,SpaDo,knn,15,ari
SD6,merfish,STAMP,knn,20,ari
SD6,merfish,spCLUE,knn,10,ari
SD6,merfish,spCLUE,pcs,30,ari
SD6,merfish,stClinic,knn,30,ari
SD6,merfish,stClinic,pcs,100,ari
SD6,merfish,stMSA,knn,30,ari
SD6,merfish,NicheCompass_batch,knn,15,ari
SD6,merfish,STAligner,knn,20,ari
SD6,merfish,SPIRAL,knn,10,ari
SD6,merfish,SPACEL,knn,5,moran_I
SD6,merfish,SANTO,knn,30,moran_I
SD6,merfish,scSLAT,knn,20,clc
SD6,merfish,scSLAT,pcs,10,clc
SD6,merfish,Spateo_NR,knn,20,moran_I
SD6,merfish,Spateo_NR,pcs,10,moran_I
SD6,merfish,STalign,knn,30,moran_I
SD7,visium,STAGATE,knn,5,ari
SD7,visium,DeepST,knn,10,ari
SD7,visium,DeepST,pcs,200,ari
SD7,visium,STG3Net,knn,30,ari
SD7,visium,STG3Net,pcs,20,ari
SD7,visium,spatiAlign,knn,10,ari
SD7,visium,SEDR,knn,30,ari
SD7,visium,SEDR,pcs,20,ari
SD7,visium,CellCharter,knn,15,ari
SD7,visium,BANKSY,knn,20,ari
SD7,visium,SpaDo,knn,15,ari
SD7,visium,STAMP,knn,30,ari
SD7,visium,spCLUE,knn,10,ari
SD7,visium,spCLUE,pcs,100,ari
SD7,visium,stClinic,knn,5,ari
SD7,visium,stClinic,pcs,200,ari
SD7,visium,stMSA,knn,5,ari
SD7,visium,NicheCompass_batch,knn,30,ari
SD7,visium,STAligner,knn,5,ari
SD7,visium,SPIRAL,knn,5,ari
SD7,visium,SPACEL,knn,5,moran_I
SD7,visium,SANTO,knn,5,moran_I
SD7,visium,scSLAT,knn,30,clc
SD7,visium,scSLAT,pcs,10,clc
SD7,visium,Spateo_NR,knn,10,moran_I
SD7,visium,Spateo_NR,pcs,200,moran_I
SD7,visium,STalign,knn,30,moran_I
SD8,visium,STAGATE,knn,5,ari
SD8,visium,DeepST,knn,10,ari
SD8,visium,DeepST,pcs,200,ari
SD8,visium,STG3Net,knn,30,ari
SD8,visium,STG3Net,pcs,20,ari
SD8,visium,spatiAlign,knn,10,ari
SD8,visium,SEDR,knn,30,ari
SD8,visium,SEDR,pcs,20,ari
SD8,visium,CellCharter,knn,15,ari
SD8,visium,BANKSY,knn,20,ari
SD8,visium,SpaDo,knn,15,ari
SD8,visium,STAMP,knn,30,ari
SD8,visium,spCLUE,knn,10,ari
SD8,visium,spCLUE,pcs,100,ari
SD8,visium,stClinic,knn,5,ari
SD8,visium,stClinic,pcs,200,ari
SD8,visium,stMSA,knn,5,ari
SD8,visium,NicheCompass_batch,knn,30,ari
SD8,visium,STAligner,knn,5,ari
SD8,visium,SPIRAL,knn,5,ari
SD8,visium,SPACEL,knn,5,moran_I
SD8,visium,SANTO,knn,5,moran_I
SD8,visium,scSLAT,knn,30,clc
SD8,visium,scSLAT,pcs,10,clc
SD8,visium,Spateo_NR,knn,10,moran_I
SD8,visium,Spateo_NR,pcs,200,moran_I
SD8,visium,STalign,knn,30,moran_I
SD9,visium,STAGATE,knn,5,ari
SD9,visium,DeepST,knn,10,ari
SD9,visium,DeepST,pcs,200,ari
SD9,visium,STG3Net,knn,30,ari
SD9,visium,STG3Net,pcs,20,ari
SD9,visium,spatiAlign,knn,10,ari
SD9,visium,SEDR,knn,30,ari
SD9,visium,SEDR,pcs,20,ari
SD9,visium,CellCharter,knn,15,ari
SD9,visium,BANKSY,knn,20,ari
SD9,visium,SpaDo,knn,15,ari
SD9,visium,STAMP,knn,30,ari
SD9,visium,spCLUE,knn,10,ari
SD9,visium,spCLUE,pcs,100,ari
SD9,visium,stClinic,knn,5,ari
SD9,visium,stClinic,pcs,200,ari
SD9,visium,stMSA,knn,5,ari
SD9,visium,NicheCompass_batch,knn,30,ari
SD9,visium,STAligner,knn,5,ari
SD9,visium,SPIRAL,knn,5,ari
SD9,visium,SPACEL,knn,5,moran_I
SD9,visium,SANTO,knn,5,moran_I
SD9,visium,scSLAT,knn,30,clc
SD9,visium,scSLAT,pcs,10,clc
SD9,visium,Spateo_NR,knn,10,moran_I
SD9,visium,Spateo_NR,pcs,200,moran_I
SD9,visium,STalign,knn,30,moran_I
SD10,visium,STAGATE,knn,5,ari
SD10,visium,DeepST,knn,10,ari
SD10,visium,DeepST,pcs,200,ari
SD10,visium,STG3Net,knn,30,ari
SD10,visium,STG3Net,pcs,20,ari
SD10,visium,spatiAlign,knn,10,ari
SD10,visium,SEDR,knn,30,ari
SD10,visium,SEDR,pcs,20,ari
SD10,visium,CellCharter,knn,15,ari
SD10,visium,BANKSY,knn,20,ari
SD10,visium,SpaDo,knn,15,ari
SD10,visium,STAMP,knn,30,ari
SD10,visium,spCLUE,knn,10,ari
SD10,visium,spCLUE,pcs,100,ari
SD10,visium,stClinic,knn,5,ari
SD10,visium,stClinic,pcs,200,ari
SD10,visium,stMSA,knn,5,ari
SD10,visium,NicheCompass_batch,knn,30,ari
SD10,visium,STAligner,knn,5,ari
SD10,visium,SPIRAL,knn,5,ari
SD10,visium,SPACEL,knn,5,moran_I
SD10,visium,SANTO,knn,5,moran_I
SD10,visium,scSLAT,knn,30,clc
SD10,visium,scSLAT,pcs,10,clc
SD10,visium,Spateo_NR,knn,10,moran_I
SD10,visium,Spateo_NR,pcs,200,moran_I
SD10,visium,STalign,knn,30,moran_I
SD11,visium,STAGATE,knn,5,ari
SD11,visium,DeepST,knn,10,ari
SD11,visium,DeepST,pcs,200,ari
SD11,visium,STG3Net,knn,30,ari
SD11,visium,STG3Net,pcs,20,ari
SD11,visium,spatiAlign,knn,10,ari
SD11,visium,SEDR,knn,30,ari
SD11,visium,SEDR,pcs,20,ari
SD11,visium,CellCharter,knn,15,ari
SD11,visium,BANKSY,knn,20,ari
SD11,visium,SpaDo,knn,15,ari
SD11,visium,STAMP,knn,30,ari
SD11,visium,spCLUE,knn,10,ari
SD11,visium,spCLUE,pcs,100,ari
SD11,visium,stClinic,knn,5,ari
SD11,visium,stClinic,pcs,200,ari
SD11,visium,stMSA,knn,5,ari
SD11,visium,NicheCompass_batch,knn,30,ari
SD11,visium,STAligner,knn,5,ari
SD11,visium,SPIRAL,knn,5,ari
SD11,visium,SPACEL,knn,5,moran_I
SD11,visium,SANTO,knn,5,moran_I
SD11,visium,scSLAT,knn,30,clc
SD11,visium,scSLAT,pcs,10,clc
SD11,visium,Spateo_NR,knn,10,moran_I
SD11,visium,Spateo_NR,pcs,200,moran_I
SD11,visium,STalign,knn,30,moran_I
SD12,visium,STAGATE,knn,5,ari
SD12,visium,DeepST,knn,10,ari
SD12,visium,DeepST,pcs,200,ari
SD12,visium,STG3Net,knn,30,ari
SD12,visium,STG3Net,pcs,20,ari
SD12,visium,spatiAlign,knn,10,ari
SD12,visium,SEDR,knn,30,ari
SD12,visium,SEDR,pcs,20,ari
SD12,visium,CellCharter,knn,15,ari
SD12,visium,BANKSY,knn,20,ari
SD12,visium,SpaDo,knn,15,ari
SD12,visium,STAMP,knn,30,ari
SD12,visium,spCLUE,knn,10,ari
SD12,visium,spCLUE,pcs,100,ari
SD12,visium,stClinic,knn,5,ari
SD12,visium,stClinic,pcs,200,ari
SD12,visium,stMSA,knn,5,ari
SD12,visium,NicheCompass_batch,knn,30,ari
SD12,visium,STAligner,knn,5,ari
SD12,visium,SPIRAL,knn,5,ari
SD12,visium,SPACEL,knn,5,moran_I
SD12,visium,SANTO,knn,5,moran_I
SD12,visium,scSLAT,knn,30,clc
SD12,visium,scSLAT,pcs,10,clc
SD12,visium,Spateo_NR,knn,10,moran_I
SD12,visium,Spateo_NR,pcs,200,moran_I
SD12,visium,STalign,knn,30,moran_I
SD13,visium,STAGATE,knn,5,ari
SD13,visium,DeepST,knn,10,ari
SD13,visium,DeepST,pcs,200,ari
SD13,visium,STG3Net,knn,30,ari
SD13,visium,STG3Net,pcs,20,ari
SD13,visium,spatiAlign,knn,10,ari
SD13,visium,SEDR,knn,30,ari
SD13,visium,SEDR,pcs,20,ari
SD13,visium,CellCharter,knn,15,ari
SD13,visium,BANKSY,knn,20,ari
SD13,visium,SpaDo,knn,15,ari
SD13,visium,STAMP,knn,30,ari
SD13,visium,spCLUE,knn,10,ari
SD13,visium,spCLUE,pcs,100,ari
SD13,visium,stClinic,knn,5,ari
SD13,visium,stClinic,pcs,200,ari
SD13,visium,stMSA,knn,5,ari
SD13,visium,NicheCompass_batch,knn,30,ari
SD13,visium,STAligner,knn,5,ari
SD13,visium,SPIRAL,knn,5,ari
SD13,visium,SPACEL,knn,5,moran_I
SD13,visium,SANTO,knn,5,moran_I
SD13,visium,scSLAT,knn,30,clc
SD13,visium,scSLAT,pcs,10,clc
SD13,visium,Spateo_NR,knn,10,moran_I
SD13,visium,Spateo_NR,pcs,200,moran_I
SD13,visium,STalign,knn,30,moran_I
SD14,visium,STAGATE,knn,5,ari
SD14,visium,DeepST,knn,10,ari
SD14,visium,DeepST,pcs,200,ari
SD14,visium,STG3Net,knn,30,ari
SD14,visium,STG3Net,pcs,20,ari
SD14,visium,spatiAlign,knn,10,ari
SD14,visium,SEDR,knn,30,ari
SD14,visium,SEDR,pcs,20,ari
SD14,visium,CellCharter,knn,15,ari
SD14,visium,BANKSY,knn,20,ari
SD14,visium,SpaDo,knn,15,ari
SD14,visium,STAMP,knn,30,ari
SD14,visium,spCLUE,knn,10,ari
SD14,visium,spCLUE,pcs,100,ari
SD14,visium,stClinic,knn,5,ari
SD14,visium,stClinic,pcs,200,ari
SD14,visium,stMSA,knn,5,ari
SD14,visium,NicheCompass_batch,knn,30,ari
SD14,visium,STAligner,knn,5,ari
SD14,visium,SPIRAL,knn,5,ari
SD14,visium,SPACEL,knn,5,moran_I
SD14,visium,SANTO,knn,5,moran_I
SD14,visium,scSLAT,knn,30,clc
SD14,visium,scSLAT,pcs,10,clc
SD14,visium,Spateo_NR,knn,10,moran_I
SD14,visium,Spateo_NR,pcs,200,moran_I
SD14,visium,STalign,knn,30,moran_I
SD15,visium,STAGATE,knn,5,ari
SD15,visium,DeepST,knn,10,ari
SD15,visium,DeepST,pcs,200,ari
SD15,visium,STG3Net,knn,30,ari
SD15,visium,STG3Net,pcs,20,ari
SD15,visium,spatiAlign,knn,10,ari
SD15,visium,SEDR,knn,30,ari
SD15,visium,SEDR,pcs,20,ari
SD15,visium,CellCharter,knn,15,ari
SD15,visium,BANKSY,knn,20,ari
SD15,visium,SpaDo,knn,15,ari
SD15,visium,STAMP,knn,30,ari
SD15,visium,spCLUE,knn,10,ari
SD15,visium,spCLUE,pcs,100,ari
SD15,visium,stClinic,knn,5,ari
SD15,visium,stClinic,pcs,200,ari
SD15,visium,stMSA,knn,5,ari
SD15,visium,NicheCompass_batch,knn,30,ari
SD15,visium,STAligner,knn,5,ari
SD15,visium,SPIRAL,knn,5,ari
SD15,visium,SPACEL,knn,5,moran_I
SD15,visium,SANTO,knn,5,moran_I
SD15,visium,scSLAT,knn,30,clc
SD15,visium,scSLAT,pcs,10,clc
SD15,visium,Spateo_NR,knn,10,moran_I
SD15,visium,Spateo_NR,pcs,200,moran_I
SD15,visium,STalign,knn,30,moran_I
SD16,visium,STAGATE,knn,5,ari
SD16,visium,DeepST,knn,10,ari
SD16,visium,DeepST,pcs,200,ari
SD16,visium,STG3Net,knn,30,ari
SD16,visium,STG3Net,pcs,20,ari
SD16,visium,spatiAlign,knn,10,ari
SD16,visium,SEDR,knn,30,ari
SD16,visium,SEDR,pcs,20,ari
SD16,visium,CellCharter,knn,15,ari
SD16,visium,BANKSY,knn,20,ari
SD16,visium,SpaDo,knn,15,ari
SD16,visium,STAMP,knn,30,ari
SD16,visium,spCLUE,knn,10,ari
SD16,visium,spCLUE,pcs,100,ari
SD16,visium,stClinic,knn,5,ari
SD16,visium,stClinic,pcs,200,ari
SD16,visium,stMSA,knn,5,ari
SD16,visium,NicheCompass_batch,knn,30,ari
SD16,visium,STAligner,knn,5,ari
SD16,visium,SPIRAL,knn,5,ari
SD16,visium,SPACEL,knn,5,moran_I
SD16,visium,SANTO,knn,5,moran_I
SD16,visium,scSLAT,knn,30,clc
SD16,visium,scSLAT,pcs,10,clc
SD16,visium,Spateo_NR,knn,10,moran_I
SD16,visium,Spateo_NR,pcs,200,moran_I
SD16,visium,STalign,knn,30,moran_I
SD17,visium,STAGATE,knn,5,ari
SD17,visium,DeepST,knn,10,ari
SD17,visium,DeepST,pcs,200,ari
SD17,visium,STG3Net,knn,30,ari
SD17,visium,STG3Net,pcs,20,ari
SD17,visium,spatiAlign,knn,10,ari
SD17,visium,SEDR,knn,30,ari
SD17,visium,SEDR,pcs,20,ari
SD17,visium,CellCharter,knn,15,ari
SD17,visium,BANKSY,knn,20,ari
SD17,visium,SpaDo,knn,15,ari
SD17,visium,STAMP,knn,30,ari
SD17,visium,spCLUE,knn,10,ari
SD17,visium,spCLUE,pcs,100,ari
SD17,visium,stClinic,knn,5,ari
SD17,visium,stClinic,pcs,200,ari
SD17,visium,stMSA,knn,5,ari
SD17,visium,NicheCompass_batch,knn,30,ari
SD17,visium,STAligner,knn,5,ari
SD17,visium,SPIRAL,knn,5,ari
SD17,visium,SPACEL,knn,5,moran_I
SD17,visium,SANTO,knn,5,moran_I
SD17,visium,scSLAT,knn,30,clc
SD17,visium,scSLAT,pcs,10,clc
SD17,visium,Spateo_NR,knn,10,moran_I
SD17,visium,Spateo_NR,pcs,200,moran_I
SD17,visium,STalign,knn,30,moran_I
SD18,visium,STAGATE,knn,5,ari
SD18,visium,DeepST,knn,10,ari
SD18,visium,DeepST,pcs,200,ari
SD18,visium,STG3Net,knn,30,ari
SD18,visium,STG3Net,pcs,20,ari
SD18,visium,spatiAlign,knn,10,ari
SD18,visium,SEDR,knn,30,ari
SD18,visium,SEDR,pcs,20,ari
SD18,visium,CellCharter,knn,15,ari
SD18,visium,BANKSY,knn,20,ari
SD18,visium,SpaDo,knn,15,ari
SD18,visium,STAMP,knn,30,ari
SD18,visium,spCLUE,knn,10,ari
SD18,visium,spCLUE,pcs,100,ari
SD18,visium,stClinic,knn,5,ari
SD18,visium,stClinic,pcs,200,ari
SD18,visium,stMSA,knn,5,ari
SD18,visium,NicheCompass_batch,knn,30,ari
SD18,visium,STAligner,knn,5,ari
SD18,visium,SPIRAL,knn,5,ari
SD18,visium,SPACEL,knn,5,moran_I
SD18,visium,SANTO,knn,5,moran_I
SD18,visium,scSLAT,knn,30,clc
SD18,visium,scSLAT,pcs,10,clc
SD18,visium,Spateo_NR,knn,10,moran_I
SD18,visium,Spateo_NR,pcs,200,moran_I
SD18,visium,STalign,knn,30,moran_I
SD19,visium,STAGATE,knn,5,ari
SD19,visium,DeepST,knn,10,ari
SD19,visium,DeepST,pcs,200,ari
SD19,visium,STG3Net,knn,30,ari
SD19,visium,STG3Net,pcs,20,ari
SD19,visium,spatiAlign,knn,10,ari
SD19,visium,SEDR,knn,30,ari
SD19,visium,SEDR,pcs,20,ari
SD19,visium,CellCharter,knn,15,ari
SD19,visium,BANKSY,knn,20,ari
SD19,visium,SpaDo,knn,15,ari
SD19,visium,STAMP,knn,30,ari
SD19,visium,spCLUE,knn,10,ari
SD19,visium,spCLUE,pcs,100,ari
SD19,visium,stClinic,knn,5,ari
SD19,visium,stClinic,pcs,200,ari
SD19,visium,stMSA,knn,5,ari
SD19,visium,NicheCompass_batch,knn,30,ari
SD19,visium,STAligner,knn,5,ari
SD19,visium,SPIRAL,knn,5,ari
SD19,visium,SPACEL,knn,5,moran_I
SD19,visium,SANTO,knn,5,moran_I
SD19,visium,scSLAT,knn,30,clc
SD19,visium,scSLAT,pcs,10,clc
SD19,visium,Spateo_NR,knn,10,moran_I
SD19,visium,Spateo_NR,pcs,200,moran_I
SD19,visium,STalign,knn,30,moran_I
SD20,visium,STAGATE,knn,5,ari
SD20,visium,DeepST,knn,10,ari
SD20,visium,DeepST,pcs,200,ari
SD20,visium,STG3Net,knn,30,ari
SD20,visium,STG3Net,pcs,20,ari
SD20,visium,spatiAlign,knn,10,ari
SD20,visium,SEDR,knn,30,ari
SD20,visium,SEDR,pcs,20,ari
SD20,visium,CellCharter,knn,15,ari
SD20,visium,BANKSY,knn,20,ari
SD20,visium,SpaDo,knn,15,ari
SD20,visium,STAMP,knn,30,ari
SD20,visium,spCLUE,knn,10,ari
SD20,visium,spCLUE,pcs,100,ari
SD20,visium,stClinic,knn,5,ari
SD20,visium,stClinic,pcs,200,ari
SD20,visium,stMSA,knn,5,ari
SD20,visium,NicheCompass_batch,knn,30,ari
SD20,visium,STAligner,knn,5,ari
SD20,visium,SPIRAL,knn,5,ari
SD20,visium,SPACEL,knn,5,moran_I
SD20,visium,SANTO,knn,5,moran_I
SD20,visium,scSLAT,knn,30,clc
SD20,visium,scSLAT,pcs,10,clc
SD20,visium,Spateo_NR,knn,10,moran_I
SD20,visium,Spateo_NR,pcs,200,moran_I
SD20,visium,STalign,knn,30,moran_I
SD21,visium,STAGATE,knn,5,ari
SD21,visium,DeepST,knn,10,ari
SD21,visium,DeepST,pcs,200,ari
SD21,visium,STG3Net,knn,30,ari
SD21,visium,STG3Net,pcs,20,ari
SD21,visium,spatiAlign,knn,10,ari
SD21,visium,SEDR,knn,30,ari
SD21,visium,SEDR,pcs,20,ari
SD21,visium,CellCharter,knn,15,ari
SD21,visium,BANKSY,knn,20,ari
SD21,visium,SpaDo,knn,15,ari
SD21,visium,STAMP,knn,30,ari
SD21,visium,spCLUE,knn,10,ari
SD21,visium,spCLUE,pcs,100,ari
SD21,visium,stClinic,knn,5,ari
SD21,visium,stClinic,pcs,200,ari
SD21,visium,stMSA,knn,5,ari
SD21,visium,NicheCompass_batch,knn,30,ari
SD21,visium,STAligner,knn,5,ari
SD21,visium,SPIRAL,knn,5,ari
SD21,visium,SPACEL,knn,5,moran_I
SD21,visium,SANTO,knn,5,moran_I
SD21,visium,scSLAT,knn,30,clc
SD21,visium,scSLAT,pcs,10,clc
SD21,visium,Spateo_NR,knn,10,moran_I
SD21,visium,Spateo_NR,pcs,200,moran_I
SD21,visium,STalign,knn,30,moran_I
SD22,visium,STAGATE,knn,5,ari
SD22,visium,DeepST,knn,10,ari
SD22,visium,DeepST,pcs,200,ari
SD22,visium,STG3Net,knn,30,ari
SD22,visium,STG3Net,pcs,20,ari
SD22,visium,spatiAlign,knn,10,ari
SD22,visium,SEDR,knn,30,ari
SD22,visium,SEDR,pcs,20,ari
SD22,visium,CellCharter,knn,15,ari
SD22,visium,BANKSY,knn,20,ari
SD22,visium,SpaDo,knn,15,ari
SD22,visium,STAMP,knn,30,ari
SD22,visium,spCLUE,knn,10,ari
SD22,visium,spCLUE,pcs,100,ari
SD22,visium,stClinic,knn,5,ari
SD22,visium,stClinic,pcs,200,ari
SD22,visium,stMSA,knn,5,ari
SD22,visium,NicheCompass_batch,knn,30,ari
SD22,visium,STAligner,knn,5,ari
SD22,visium,SPIRAL,knn,5,ari
SD22,visium,SPACEL,knn,5,moran_I
SD22,visium,SANTO,knn,5,moran_I
SD22,visium,scSLAT,knn,30,clc
SD22,visium,scSLAT,pcs,10,clc
SD22,visium,Spateo_NR,knn,10,moran_I
SD22,visium,Spateo_NR,pcs,200,moran_I
SD22,visium,STalign,knn,30,moran_I
SD23,visium,STAGATE,knn,5,ari
SD23,visium,DeepST,knn,10,ari
SD23,visium,DeepST,pcs,200,ari
SD23,visium,STG3Net,knn,30,ari
SD23,visium,STG3Net,pcs,20,ari
SD23,visium,spatiAlign,knn,10,ari
SD23,visium,SEDR,knn,30,ari
SD23,visium,SEDR,pcs,20,ari
SD23,visium,CellCharter,knn,15,ari
SD23,visium,BANKSY,knn,20,ari
SD23,visium,SpaDo,knn,15,ari
SD23,visium,STAMP,knn,30,ari
SD23,visium,spCLUE,knn,10,ari
SD23,visium,spCLUE,pcs,100,ari
SD23,visium,stClinic,knn,5,ari
SD23,visium,stClinic,pcs,200,ari
SD23,visium,stMSA,knn,5,ari
SD23,visium,NicheCompass_batch,knn,30,ari
SD23,visium,STAligner,knn,5,ari
SD23,visium,SPIRAL,knn,5,ari
SD23,visium,SPACEL,knn,5,moran_I
SD23,visium,SANTO,knn,5,moran_I
SD23,visium,scSLAT,knn,30,clc
SD23,visium,scSLAT,pcs,10,clc
SD23,visium,Spateo_NR,knn,10,moran_I
SD23,visium,Spateo_NR,pcs,200,moran_I
SD23,visium,STalign,knn,30,moran_I
SD24,visium,STAGATE,knn,5,ari
SD24,visium,DeepST,knn,10,ari
SD24,visium,DeepST,pcs,200,ari
SD24,visium,STG3Net,knn,30,ari
SD24,visium,STG3Net,pcs,20,ari
SD24,visium,spatiAlign,knn,10,ari
SD24,visium,SEDR,knn,30,ari
SD24,visium,SEDR,pcs,20,ari
SD24,visium,CellCharter,knn,15,ari
SD24,visium,BANKSY,knn,20,ari
SD24,visium,SpaDo,knn,15,ari
SD24,visium,STAMP,knn,30,ari
SD24,visium,spCLUE,knn,10,ari
SD24,visium,spCLUE,pcs,100,ari
SD24,visium,stClinic,knn,5,ari
SD24,visium,stClinic,pcs,200,ari
SD24,visium,stMSA,knn,5,ari
SD24,visium,NicheCompass_batch,knn,30,ari
SD24,visium,STAligner,knn,5,ari
SD24,visium,SPIRAL,knn,5,ari
SD24,visium,SPACEL,knn,5,moran_I
SD24,visium,SANTO,knn,5,moran_I
SD24,visium,scSLAT,knn,30,clc
SD24,visium,scSLAT,pcs,10,clc
SD24,visium,Spateo_NR,knn,10,moran_I
SD24,visium,Spateo_NR,pcs,200,moran_I
SD24,visium,STalign,knn,30,moran_I
SD25,visium,STAGATE,knn,5,ari
SD25,visium,DeepST,knn,10,ari
SD25,visium,DeepST,pcs,200,ari
SD25,visium,STG3Net,knn,30,ari
SD25,visium,STG3Net,pcs,20,ari
SD25,visium,spatiAlign,knn,10,ari
SD25,visium,SEDR,knn,30,ari
SD25,visium,SEDR,pcs,20,ari
SD25,visium,CellCharter,knn,15,ari
SD25,visium,BANKSY,knn,20,ari
SD25,visium,SpaDo,knn,15,ari
SD25,visium,STAMP,knn,30,ari
SD25,visium,spCLUE,knn,10,ari
SD25,visium,spCLUE,pcs,100,ari
SD25,visium,stClinic,knn,5,ari
SD25,visium,stClinic,pcs,200,ari
SD25,visium,stMSA,knn,5,ari
SD25,visium,NicheCompass_batch,knn,30,ari
SD25,visium,STAligner,knn,5,ari
SD25,visium,SPIRAL,knn,5,ari
SD25,visium,SPACEL,knn,5,moran_I
SD25,visium,SANTO,knn,5,moran_I
SD25,visium,scSLAT,knn,30,clc
SD25,visium,scSLAT,pcs,10,clc
SD25,visium,Spateo_NR,knn,10,moran_I
SD25,visium,Spateo_NR,pcs,200,moran_I
SD25,visium,STalign,knn,30,moran_I
SD26,visium,STAGATE,knn,5,ari
SD26,visium,DeepST,knn,10,ari
SD26,visium,DeepST,pcs,200,ari
SD26,visium,STG3Net,knn,30,ari
SD26,visium,STG3Net,pcs,20,ari
SD26,visium,spatiAlign,knn,10,ari
SD26,visium,SEDR,knn,30,ari
SD26,visium,SEDR,pcs,20,ari
SD26,visium,CellCharter,knn,15,ari
SD26,visium,BANKSY,knn,20,ari
SD26,visium,SpaDo,knn,15,ari
SD26,visium,STAMP,knn,30,ari
SD26,visium,spCLUE,knn,10,ari
SD26,visium,spCLUE,pcs,100,ari
SD26,visium,stClinic,knn,5,ari
SD26,visium,stClinic,pcs,200,ari
SD26,visium,stMSA,knn,5,ari
SD26,visium,NicheCompass_batch,knn,30,ari
SD26,visium,STAligner,knn,5,ari
SD26,visium,SPIRAL,knn,5,ari
SD26,visium,SPACEL,knn,5,moran_I
SD26,visium,SANTO,knn,5,moran_I
SD26,visium,scSLAT,knn,30,clc
